Atlanti's Project Engine Memory Tracker - 0.1A
----------------------------------------------

Logging...


Reporting Leaks...
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136866c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136926c.
[inc/Array.h]{reserve}(186) 32 bytes leak in adress 0x1369a90.
[inc/Array.h]{reserve}(186) 27 bytes leak in adress 0x1369cc0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a128.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a138.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a148.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a158.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a168.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a188.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a198.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a1a8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a1b8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a1c8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a1e8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a1f8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a208.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a228.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a238.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a248.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a258.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a268.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a278.
[inc/Array.h]{reserve}(186) 5 bytes leak in adress 0x136a288.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a298.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a2a8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x136a2b8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a2c8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a2d8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a2e8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a2f8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a308.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a318.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a328.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x136a338.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a348.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a358.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a368.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a378.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a388.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a398.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a3a8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a3b8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a3c8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a3d8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x136a3e8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a3f8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a408.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a418.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a428.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a438.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a448.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a458.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a468.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a478.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a488.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x136a498.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a4a8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a4b8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a4c8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a4d8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a4e8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136a4f8.
[inc/Array.h]{reserve}(186) 36 bytes leak in adress 0x136ac78.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136aeec.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x136b0cc.
[inc/Variant.h]{clone}(68) 16 bytes leak in adress 0x136b22c.
[inc/Array.h]{reserve}(186) 20 bytes leak in adress 0x136b2a8.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136b42c.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x136b60c.
[inc/Variant.h]{clone}(68) 16 bytes leak in adress 0x136b76c.
[inc/Array.h]{reserve}(186) 21 bytes leak in adress 0x136b7c8.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136b90c.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x136baec.
[inc/Variant.h]{clone}(68) 16 bytes leak in adress 0x136bc4c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x136c8c4.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x136c8dc.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x136c8f4.
[inc/Array.h]{reserve}(186) 12 bytes leak in adress 0x136c908.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x136c924.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x136c954.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x136c96c.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x136c984.
[inc/Array.h]{reserve}(186) 10 bytes leak in adress 0x136c998.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x136c9b4.
[inc/Variant.h]{clone}(68) 8 bytes leak in adress 0x136c9cc.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x136c9fc.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x136ca5c.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x136cad4.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x136cb64.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x136cbdc.
[inc/Array.h]{reserve}(186) 13 bytes leak in adress 0x136cc20.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x136cc3c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136ce04.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x136cfe4.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136d344.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136d884.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e4c0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e4d0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e4f0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e500.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e510.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e520.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e530.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e540.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e550.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e570.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e580.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e590.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e5a0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e5b0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e5c0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e5d0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e5e0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e5f0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e600.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e630.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e640.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e650.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e660.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e670.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e680.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e690.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e6a0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e6d0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e6e0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e6f0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e700.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e710.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e720.
[inc/Array.h]{reserve}(186) 5 bytes leak in adress 0x136e730.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e760.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e770.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e780.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e790.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e7a0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e7b0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e7d0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e7e0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e800.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e810.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e820.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e830.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e840.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e850.
[inc/Map.h]{Pair}(50) 4 bytes leak in adress 0x136e860.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e880.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x136e890.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136e904.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136eea4.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136f444.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x136f864.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13700c0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13700d0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13700e0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13700f0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370100.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370110.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370120.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370130.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370160.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370170.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370180.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370190.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13701a0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13701b0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13701c0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13701d0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13701e0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13701f0.
[inc/Array.h]{reserve}(186) 5 bytes leak in adress 0x1370200.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370210.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1370220.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1370230.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370240.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370250.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370260.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370270.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370280.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370290.
[inc/Array.h]{reserve}(186) 6 bytes leak in adress 0x13702a0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13702b0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13702c0.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13702d0.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13702e0.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13702f0.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x1370300.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1370310.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370320.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1370330.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370340.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370350.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370360.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370370.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370380.
[inc/Array.h]{reserve}(186) 5 bytes leak in adress 0x1370390.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13703a0.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x13703b0.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13703c0.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x13703d0.
[inc/Map.h]{Pair}(50) 4 bytes leak in adress 0x13703e0.
[inc/Map.h]{Pair}(51) 4 bytes leak in adress 0x13703f0.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1370400.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370410.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370420.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370430.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370440.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370450.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370460.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1370470.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1370480.
[inc/Map.h]{Pair}(39) 4 bytes leak in adress 0x1370490.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x137153c.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13715b4.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x1371614.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137162c.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x1371644.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137165c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x1371674.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137168c.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x13716a4.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x13716bc.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13716d4.
[inc/Array.h]{reserve}(186) 11 bytes leak in adress 0x13716e8.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x1371704.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x137171c.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x1371734.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137174c.
[inc/Array.h]{reserve}(186) 11 bytes leak in adress 0x1371760.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x137177c.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x1371794.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x13717ac.
[inc/Variant.h]{clone}(68) 12 bytes leak in adress 0x13717c4.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13717dc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x13717f4.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x137180c.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x1371824.
[inc/Array.h]{reserve}(186) 9 bytes leak in adress 0x1371838.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x1371854.
[inc/Variant.h]{clone}(68) 12 bytes leak in adress 0x137186c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x1371884.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x137189c.
[...uments\GitHub\aproe\src\Window.cpp]{Window}(134) 348 bytes leak in adress 0x1371cc4.
[inc/Map.h]{Pair}(51) 4 bytes leak in adress 0x1373f38.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373f48.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373f58.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1373f68.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1373f78.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1373f88.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373f98.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373fa8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373fb8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373fc8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373fd8.
[inc/Array.h]{reserve}(186) 7 bytes leak in adress 0x1373fe8.
[inc/Array.h]{reserve}(186) 1 bytes leak in adress 0x1373ff8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1374008.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374018.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1374028.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374038.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1374048.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1374058.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1374068.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1374078.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374088.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1374098.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13740a8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13740b8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13740c8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13740d8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13740e8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13740f8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1374108.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1374118.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374128.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1374138.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1374148.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1374158.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1374168.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374178.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1374188.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1374198.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13741a8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13741b8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13741c8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13741d8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13741e8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13741f8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1374208.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374218.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1374228.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1374238.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1374248.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1374258.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374268.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1374278.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1374288.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1374298.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13742a8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13742b8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13742c8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13742d8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13742e8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13742f8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1374308.
[inc/Array.h]{reserve}(186) 261 bytes leak in adress 0x1374320.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13749d4.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x1374eb4.
[inc/Array.h]{reserve}(186) 67 bytes leak in adress 0x1375630.
[inc/Array.h]{reserve}(186) 11 bytes leak in adress 0x137a590.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a5ac.
[inc/Variant.h]{clone}(68) 8 bytes leak in adress 0x137a5c4.
[inc/Map.h]{Pair}(38) 12 bytes leak in adress 0x137a5dc.
[inc/Map.h]{Pair}(44) 12 bytes leak in adress 0x137a5f4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a60c.
[inc/Variant.h]{clone}(68) 8 bytes leak in adress 0x137a624.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a63c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a654.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a66c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a684.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a69c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a6b4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a6cc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a6e4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a6fc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a714.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a72c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a744.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a75c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a774.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a78c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a7a4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a7bc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a7d4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a7ec.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a804.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a81c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a834.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a84c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a864.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a87c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a894.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a8ac.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a8c4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a8dc.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a8f4.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a90c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a924.
[inc/List.h]{append}(437) 12 bytes leak in adress 0x137a93c.
[inc/Map.h]{push}(137) 8 bytes leak in adress 0x137a954.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x137e62c.
[inc/Variant.h]{clone}(68) 16 bytes leak in adress 0x137e78c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x137e96c.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x137eb4c.
[inc/Variant.h]{clone}(68) 16 bytes leak in adress 0x137ecac.
[inc/Array.h]{reserve}(186) 21 bytes leak in adress 0x137ed28.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x137ef0c.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x137f0ec.
[inc/Array.h]{reserve}(186) 37 bytes leak in adress 0x137fd98.
[inc/Array.h]{reserve}(186) 33 bytes leak in adress 0x13801e8.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x13804cc.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x13806ac.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x138094c.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x1380b2c.
[inc/Map.h]{Pair}(39) 20 bytes leak in adress 0x1380d6c.
[inc/Map.h]{Pair}(45) 20 bytes leak in adress 0x1380f4c.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1384468.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1384478.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1384488.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1384498.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13844a8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x13844b8.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x13844c8.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x13844d8.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x13844e8.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x13844f8.
[inc/Map.h]{Pair}(39) 1 bytes leak in adress 0x1384508.
[inc/Map.h]{Pair}(44) 4 bytes leak in adress 0x1384518.
[inc/Map.h]{Pair}(45) 1 bytes leak in adress 0x1384528.
[inc/List.h]{Node}(40) 4 bytes leak in adress 0x1384538.
[inc/Map.h]{Pair}(38) 4 bytes leak in adress 0x1384548.
